tweet_id,text,rating_numerator,rating_denominator,name,dogs_stage,year,month,day,rating,jpg_url,dog_type,confidence_list,favorite_count,retweet_count,followers_count,friends_count,source,retweeted_status,url
667437278097252352,Never seen this breed before. Very pointy pup. Hurts when you cuddle. Still cute tho. 10/10 https://t.co/97HuBrVuOx,10,10,None,None,2015,11,19,10.0,https://pbs.twimg.com/media/CUM2qWaWoAUZ06L.jpg,Error,Error,417.0,214.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/97HuBrVuOx
667546741521195010,Here is George. George took a selfie of his new man bun and that is downright epic. (Also looks like Rand Paul) 9/10 https://t.co/afRtVsoIIb,9,10,George,None,2015,11,20,9.0,https://pbs.twimg.com/media/CUOaOWXWcAA0_Jy.jpg,toy_poodle,0.787424,316.0,115.0,8959867.0,17.0,Twitter Web Client,Original tweet,https://t.co/afRtVsoIIb
667724302356258817,What a dog to start the day with. Very calm. Likes to chill by pond. Corkscrews sticking out of head. Obedient. 7/10 https://t.co/0nIxPTDWAZ,7,10,None,None,2015,11,20,7.0,https://pbs.twimg.com/media/CUQ7tv3W4AA3KlI.jpg,Error,Error,445.0,289.0,8959867.0,17.0,Twitter Web Client,Original tweet,https://t.co/0nIxPTDWAZ
667728196545200128,Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB,11,10,Olive,None,2015,11,20,11.0,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg,kuvasz,0.360159,348.0,140.0,8959867.0,17.0,Twitter Web Client,Original tweet,https://t.co/LwrCwlWwPB
667766675769573376,This is Calvin. He is a Luxembourgian Mayo. Having issues with truck. Has it under control tho. 9/10 responsible af https://t.co/3Bbba7y8Xe,9,10,Calvin,None,2015,11,20,9.0,https://pbs.twimg.com/media/CURiQMnUAAAPT2M.jpg,Error,Error,404.0,200.0,8959867.0,17.0,Twitter Web Client,Original tweet,https://t.co/3Bbba7y8Xe
667773195014021121,This is a rare Hungarian Pinot named Jessiga. She is either mid-stroke or got stuck in the washing machine. 8/10 https://t.co/ZU0i0KJyqD,8,10,a,None,2015,11,20,8.0,https://pbs.twimg.com/media/CURoLrOVEAAaWdR.jpg,West_Highland_white_terrier,0.360465,217.0,48.0,8959867.0,17.0,Twitter Web Client,Original tweet,https://t.co/ZU0i0KJyqD
667782464991965184,Super rare dog. Endangered (?). Thinks it's funny. Mocks everything I say. Colorful af. Has wings (dope). 9/10 https://t.co/BY8nQAMz0x,9,10,None,None,2015,11,20,9.0,https://pbs.twimg.com/media/CURwm3cUkAARcO6.jpg,Error,Error,383.0,225.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/BY8nQAMz0x
667793409583771648,Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10 https://t.co/s1z7mX4c9O,8,10,None,None,2015,11,20,8.0,https://pbs.twimg.com/media/CUR6jqVWsAEgGot.jpg,dalmatian,0.5350729999999999,644.0,306.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/s1z7mX4c9O
667801013445750784,OMIGOD 12/10 https://t.co/SVMF4Frf1w,12,10,None,None,2015,11,20,12.0,https://pbs.twimg.com/media/CUSBemVUEAAn-6V.jpg,flat-coated_retriever,0.508392,301.0,87.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/SVMF4Frf1w
667806454573760512,This is Filup. He is overcome with joy after finally meeting his father. 10/10 https://t.co/TBmDJXJB75,10,10,Filup,None,2015,11,20,10.0,https://pbs.twimg.com/media/CUSGbXeVAAAgztZ.jpg,Chihuahua,0.187155,978.0,448.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/TBmDJXJB75
667832474953625600,"THE EYES 12/10

I'm sorry. These are supposed to be funny but your dogs are too adorable https://t.co/z1xPTgVLc7",12,10,None,None,2015,11,20,12.0,https://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg,miniature_pinscher,0.2142,268.0,57.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/z1xPTgVLc7
667861340749471744,This is a Shotokon Macadamia mix named Cheryl. Sophisticated af. Looks like a disappointed librarian. Shh (lol) 9/10 https://t.co/J4GnJ5Swba,9,10,a,None,2015,11,21,9.0,https://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg,malamute,0.967275,229.0,74.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/J4GnJ5Swba
667866724293877760,This is Shaggy. He knows exactly how to solve the puzzle but can't talk. All he wants to do is help. 10/10 great guy https://t.co/SBmWbfAg6X,10,10,Shaggy,None,2015,11,21,10.0,https://pbs.twimg.com/media/CUS9PlUWwAANeAD.jpg,Error,Error,2820.0,946.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/SBmWbfAg6X
667873844930215936,Neat dog. Lots of spikes. Always in push-up position. Laid a shit ton of eggs earlier. Super stellar pup. 10/10 https://t.co/ODqrL3zXYE,10,10,None,None,2015,11,21,10.0,https://pbs.twimg.com/media/CUTDtyGXIAARxus.jpg,Error,Error,579.0,370.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/ODqrL3zXYE
667878741721415682,This is Tedrick. He lives on the edge. Needs someone to hit the gas tho. Other than that he's a baller. 10&amp;2/10 https://t.co/LvP1TTYSCN,2,10,Tedrick,None,2015,11,21,2.0,https://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg,miniature_pinscher,0.106003,370.0,108.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/LvP1TTYSCN
667885044254572545,Meet Stu. Stu has stacks on stacks and an eye made of pure gold. 10/10 pay for my tuition pls https://t.co/7rkYZQdKEd,10,10,Stu,None,2015,11,21,10.0,https://pbs.twimg.com/media/CUTN5V4XAAAIa4R.jpg,malamute,0.0885297,766.0,428.0,8960339.0,17.0,Twitter for iPhone,Original tweet,https://t.co/7rkYZQdKEd
667549055577362432,Never seen dog like this. Breathes heavy. Tilts head in a pattern. No bark. Shitty at fetch. Not even cordless. 1/10 https://t.co/i9iSGNn3fx,1,10,None,None,2015,11,20,1.0,https://pbs.twimg.com/media/CUOcVCwWsAERUKY.jpg,Error,Error,5332.0,2061.0,8959867.0,17.0,Twitter Web Client,Original tweet,https://t.co/i9iSGNn3fx
667886921285246976,This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik https://t.co/MT7Q4aDQS1,11,10,Erik,None,2015,11,21,11.0,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,Pomeranian,0.8004319999999999,1731.0,978.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/MT7Q4aDQS1
667435689202614272,Ermergerd 12/10 https://t.co/PQni2sjPsm,12,10,None,None,2015,11,19,12.0,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,Rottweiler,0.999091,285.0,79.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/PQni2sjPsm
667393430834667520,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,8,10,Fwed,None,2015,11,19,8.0,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,papillon,0.557009,179.0,51.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/A37eGLz5WS
666786068205871104,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 https://t.co/EIn5kElY1S,2,10,None,None,2015,11,18,2.0,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,Error,Error,688.0,437.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/EIn5kElY1S
666804364988780544,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,8,10,Jockson,None,2015,11,18,8.0,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,English_setter,0.32879200000000003,216.0,84.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/RdKbAOEpDK
666817836334096384,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,9,10,Jeph,None,2015,11,18,9.0,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,miniature_schnauzer,0.496953,471.0,230.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/8whlkYw3mO
666826780179869698,12/10 simply brilliant pup https://t.co/V6ZzG45zzG,12,10,None,None,2015,11,18,12.0,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,Maltese_dog,0.359383,236.0,82.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/V6ZzG45zzG
666835007768551424,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,10,10,None,None,2015,11,18,10.0,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,Airedale,0.448459,195.0,71.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/ZnEMHBsAs1
666837028449972224,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h,3,10,None,None,2015,11,18,3.0,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,Error,Error,745.0,501.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/xYGdBrMS9h
666983947667116034,This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever https://t.co/cyDfaK8NBc,11,10,a,None,2015,11,18,11.0,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,Error,Error,2343.0,887.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/cyDfaK8NBc
666996132027977728,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,10,10,Carll,None,2015,11,18,10.0,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,Rottweiler,0.0624899,223.0,81.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/SVpNbhaIMk
667012601033924608,This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m,9,10,Klevin,None,2015,11,18,9.0,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,Error,Error,419.0,201.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/bATAbPNv0m
667044094246576128,12/10 gimme now https://t.co/QZAnwgnOMB,12,10,None,None,2015,11,18,12.0,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,golden_retriever,0.765266,174.0,44.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/QZAnwgnOMB
667062181243039745,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,10,10,Keet,None,2015,11,18,10.0,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,Chesapeake_Bay_retriever,0.825678,202.0,47.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/tz1lpuvXLA
667065535570550784,Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10 https://t.co/7JdgVqDnvR,8,10,None,None,2015,11,18,8.0,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,Error,Error,155.0,40.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/7JdgVqDnvR
667073648344346624,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,10,10,Dave,None,2015,11,18,10.0,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,Chihuahua,0.483682,372.0,108.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/DPSamreuRq
667405339315146752,This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1,7,10,Biden,None,2015,11,19,7.0,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,Saint_Bernard,0.381377,432.0,206.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/3Fm9PwLju1
667090893657276420,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,7,10,Clybe,None,2015,11,18,7.0,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,Chihuahua,0.959514,307.0,115.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/Ks0jZtdIrr
667138269671505920,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,10,10,None,None,2015,11,19,10.0,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,West_Highland_white_terrier,0.747713,4207.0,1984.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/0DvHAMdA4V
667152164079423490,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X,12,10,Pipsy,None,2015,11,19,12.0,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,toy_poodle,0.535411,44060.0,15329.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/h9R0EwKd9X
667160273090932737,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1,11,10,Bradlay,None,2015,11,19,11.0,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,golden_retriever,0.471351,234.0,55.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/DKhgkMx4N1
667165590075940865,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY,10,10,Churlie,None,2015,11,19,10.0,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,miniature_pinscher,0.140173,2482.0,1028.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/li2XYBVuAY
667171260800061440,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,10,10,Kenneth,None,2015,11,19,10.0,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,giant_schnauzer,0.8412649999999999,201.0,76.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/6RHNRsByOY
667174963120574464,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",9,10,Clarence,None,2015,11,19,9.0,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,toy_poodle,0.266437,229.0,71.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/fGDWgukcBs
667176164155375616,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,4,10,None,None,2015,11,19,4.0,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,soft-coated_wheaten_terrier,0.318981,563.0,414.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/PZxSarAfSN
667177989038297088,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,8,10,a,None,2015,11,19,8.0,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,vizsla,0.25924899999999995,177.0,50.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/jpaeu6LNmW
667182792070062081,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yYuHabWl,10,10,Timison,None,2015,11,19,10.0,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,golden_retriever,0.949892,13176.0,5591.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/s2yYuHabWl
667188689915760640,Quite an advanced dog here. Impressively dressed for canine. Has weapon. About to take out trash. 10/10 good dog https://t.co/8uCMwS9CbV,10,10,None,None,2015,11,19,10.0,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg,Error,Error,684.0,361.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/8uCMwS9CbV
667192066997374976,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,12,10,None,None,2015,11,19,12.0,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,Rottweiler,0.28364,353.0,88.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/QCugm5ydl6
667200525029539841,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ,11,10,Joshwa,None,2015,11,19,11.0,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,Siberian_husky,0.694904,571.0,239.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/60xYFRATPZ
667211855547486208,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,9,10,Genevieve,None,2015,11,19,9.0,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,golden_retriever,0.462556,448.0,220.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/azEoGqVonH
667369227918143488,Here we have a neat pup. Very white. Cool shades. Upcoming cruise? Great dog 10/10 https://t.co/LEaviT37v1,10,10,None,None,2015,11,19,10.0,https://pbs.twimg.com/media/CUL4xR9UkAEdlJ6.jpg,Error,Error,338.0,151.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/LEaviT37v1
667119796878725120,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,10,10,Gabe,None,2015,11,18,10.0,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,Pembroke,0.741563,304.0,119.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/3LZrJzg3BJ
666781792255496192,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,10,10,a,None,2015,11,18,10.0,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,Italian_greyhound,0.618316,354.0,174.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/uEvsGLOFHa
667902449697558528,This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with https://t.co/sJeHdGUt0W,9,10,Cleopatricia,None,2015,11,21,9.0,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg,Norwegian_elkhound,0.298881,799.0,350.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/sJeHdGUt0W
667915453470232577,Meet Otis. He is a Peruvian Quartzite. Pic sponsored by Planters. Ears on point. Killer sunglasses. 10/10 ily Otis https://t.co/tIaaBIMlJN,10,10,Otis,None,2015,11,21,10.0,https://pbs.twimg.com/media/CUTpj-GWcAATc6A.jpg,boxer,0.196655,196.0,51.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/tIaaBIMlJN
667911425562669056,Wow. Armored dog here. Ready for battle. Face looks dangerous. Not very loyal. Lil dog on back havin a blast. 5/10 https://t.co/SyMoWrp368,5,10,None,None,2015,11,21,5.0,https://pbs.twimg.com/media/CUTl5m1WUAAabZG.jpg,Error,Error,453.0,264.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/SyMoWrp368
667924896115245057,This is Jiminy. He has always wanted to be a cheerleader. Can jump high enough to get on other dog. Go Jiminy. 9/10 https://t.co/fW6kIPFGD2,9,10,Jiminy,None,2015,11,21,9.0,https://pbs.twimg.com/media/CUTyJpHWcAATl0O.jpg,Labrador_retriever,0.209051,275.0,98.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/fW6kIPFGD2
667937095915278337,This dog resembles a baked potato. Bed looks uncomfortable. No tail. Comes with butter tho. 3/10 petting still fun https://t.co/x89NSCEZCq,3,10,None,None,2015,11,21,3.0,https://pbs.twimg.com/media/CUT9PuQWwAABQv7.jpg,Error,Error,1153.0,733.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/x89NSCEZCq
668113020489474048,This is Alfie. He's that one hypocritical gym teacher who made you run laps. Great posture. Cool bench. 6/10 https://t.co/GCJzm3YsfX,6,10,Alfie,None,2015,11,21,6.0,https://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg,Pembroke,0.548896,620.0,217.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/GCJzm3YsfX
668142349051129856,This lil pup is Oliver. Hops around. Has wings but doesn't fly (lame). Annoying chirp. Won't catch tennis balls 2/10 https://t.co/DnhUw0aBM2,2,10,None,None,2015,11,21,2.0,https://pbs.twimg.com/media/CUW37BzWsAAlJlN.jpg,Error,Error,538.0,257.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/DnhUw0aBM2
668154635664932864,Fun dogs here. Top one clearly an athlete. Bottom one very stable. Not very soft tho. 9/10s would still cuddle both https://t.co/79sHR36NsI,9,10,None,None,2015,11,21,9.0,https://pbs.twimg.com/media/CUXDGR2WcAAUQKz.jpg,Error,Error,462.0,286.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/79sHR36NsI
668171859951755264,This is a Trans Siberian Kellogg named Alfonso. Huge ass eyeballs. Actually Dobby from Harry Potter. 7/10 https://t.co/XpseHBlAAb,7,10,a,None,2015,11,21,7.0,https://pbs.twimg.com/media/CUXSwy8W4AA6uet.jpg,Chihuahua,0.664834,451.0,173.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/XpseHBlAAb
668190681446379520,This is Skittles. I would kidnap Skittles. Pink dog in back hasn't moved in days. 12/10 https://t.co/2wm0POA9N2,12,10,Skittles,None,2015,11,21,12.0,https://pbs.twimg.com/media/CUXj4SgXAAETlu6.jpg,Blenheim_spaniel,0.958402,602.0,183.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/2wm0POA9N2
668204964695683073,This is Ron. Ron's currently experiencing a brain freeze. Damn it Ron. 8/10 https://t.co/4ilfcR5SlK,8,10,Ron,None,2015,11,21,8.0,https://pbs.twimg.com/media/CUXw3qHWoAAk8HJ.jpg,Labrador_retriever,0.65518,519.0,182.0,8959867.0,17.0,Twitter for iPhone,Original tweet,https://t.co/4ilfcR5SlK
